country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,marketing_auth_holder,mah_country,notification_date,shortage_start,estimated_end,status,notification_type,reason,scraped_at,atc_code,prk
RO,Romania,ANMDMR,PREDUCTAL 20 mg,TRIMETAZIDINUM,20mg,COMPR. FILM.,LES LABORATOIRES SERVIER,FRANTA,2023-07-25,2023-07-25,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2024",Motive comerciale,2026-09-21T13:23:19.615165,C01EB15,
RO,Romania,ANMDMR,ULTRAVIST 300,IOPROMIDUM,"623,40mg/ml",SOL. INJ.,BAYER PHARMA AG,GERMANIA,2023-08-02,2023-08-02,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615174,V08AB05,
RO,Romania,ANMDMR,BUDENOFALK UNO 9 mg,BUDESONIDUM,9mg,GRANULE GASTROREZ.,DR. FALK PHARMA GMBH,GERMANIA,2023-08-08,2023-08-08,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.615181,R01AD05,
RO,Romania,ANMDMR,PREGABALINA TERAPIA 125 mg,PREGABALINUM,125mg,CAPS.,TERAPIA S.A.,ROMANIA,2023-08-24,2023-08-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615187,N02BF02,
RO,Romania,ANMDMR,FARINGOSEPT VANILIE,AMBAZONUM,,COMPR. DE SUPT,TERAPIA S.A.,ROMANIA,2023-08-24,2023-08-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615194,R02AA01,
RO,Romania,ANMDMR,FARINGOSEPT ROM 10 mg,AMBAZONUM,10mg,COMPR. DE SUPT.,TERAPIA S.A.,ROMANIA,2023-08-24,2023-08-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615201,R02AA01,
RO,Romania,ANMDMR,FARINGOSEPT MIERE SI LAMAIE,AMBAZONUM,,COMPR. DE SUPT,TERAPIA S.A.,ROMANIA,2023-08-24,2023-08-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615208,R02AA01,
RO,Romania,ANMDMR,FARINGOSEPT MENTA 10 mg,AMBAZONUM,10mg,COMPR. DE SUPT.,TERAPIA S.A.,ROMANIA,2023-08-24,2023-08-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615214,R02AA01,
RO,Romania,ANMDMR,FARINGOSEPT CAFEA,AMBAZONUM,,COMPR. DE SUPT,TERAPIA S.A.,ROMANIA,2023-08-24,2023-08-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615221,R02AA01,
RO,Romania,ANMDMR,URSOFALK 250 mg/5 ml,ACIDUM URSODEOXYCHOLICUM,250mg/5ml,SUSP. ORALA,DR. FALK PHARMA GMBH,GERMANIA,2023-09-01,2023-09-01,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.615228,A05AA02,106054
RO,Romania,ANMDMR,"GONAL - f 75 UI (5,5 µg)",FOLLITROPINUM ALFA,75UI,PULB. + SOLV. PT. SOL. INJ.,MERCK EUROPE B.V.,OLANDA,2023-09-05,2023-09-05,,permanent_discontinuation,"Discontinuitate permanenta din
Aprilie 2025",Motive comerciale,2026-09-21T13:23:19.615234,G03GA05,
RO,Romania,ANMDMR,LORATADINA BIOFARM 5mg/5ml,LORATADINUM,5mg/5ml,SIROP,BIOFARM S.A.,ROMANIA,2023-09-14,2023-09-14,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.615241,R06AX13,
RO,Romania,ANMDMR,ANTINEVRALGIC SINUS HOT DRINK 650 mg/10 mg,COMBINATII (PARACETAMOLUM+PHENYLEPHRINUM),650mg/10mg,PULB. PT.SUSP. ORALA IN PLIC,OPELLA HEALTHCARE ROMANIA S.R.L.,ROMANIA,2023-09-18,2023-09-18,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.615248,,
RO,Romania,ANMDMR,KETONAL FORTE 100 mg,KETOPROFENUM,100mg,COMPR. FILM.,LEK PHARMACEUTICALS D.D.,SLOVENIA,2023-09-27,2023-09-27,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.615254,M01AE02,
RO,Romania,ANMDMR,ERLOTINIB VIATRIS 150 mg,ERLOTINIBUM,150mg,COMPR. FILM.,VIATRIS LIMITED,FRANTA,2023-10-12,2023-10-12,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2024",Motive comerciale,2026-09-21T13:23:19.615261,L01EB02,79227
RO,Romania,ANMDMR,ERLOTINIB VIATRIS 100 mg,ERLOTINIBUM,100mg,COMPR. FILM.,VIATRIS LIMITED,FRANTA,2023-10-12,2023-10-12,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2024",Motive comerciale,2026-09-21T13:23:19.615270,L01EB02,79219
RO,Romania,ANMDMR,ABIRATERONA MYLAN 500 mg,ABIRATERONUM,500mg,COMPR. FILM.,MYLAN IRELAND LIIMTED,IRLANDA,2023-10-12,2023-10-12,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2024",Motive comerciale,2026-09-21T13:23:19.615276,L02BG03,45020
RO,Romania,ANMDMR,TIGECILINA MYLAN 50mg,TIGECYCLINUM,50mg,PULB. PT. SOL. PERF.,MYLAN PHARMACEUTICALS LIMITED,IRLANDA,2023-10-17,2023-10-17,,permanent_discontinuation,"Discontinuitate permanenta din
Octombrie 2024",Motive comerciale,2026-09-21T13:23:19.615283,J01AA12,80500
RO,Romania,ANMDMR,LAMICTAL 2 mg,LAMOTRIGINUM,2mg,COMPR. DISP./MAST.,GLAXOSMITHKLINE (IRELAND) LIMITED,IRLANDA,2023-10-31,2023-10-31,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.615856,N03AX09,125091
RO,Romania,ANMDMR,FOLCASIN 10 mg/ml,CALCII FOLINAS,10mg/ml,SOL. INJ./PERF.,TEVA B.V.,OLANDA,2023-10-31,2023-10-31,,permanent_discontinuation,"Discontinuitate permanenta din
Decembrie 2023",Motive de fabricatie,2026-09-21T13:23:19.615865,B03BA01,21377
RO,Romania,ANMDMR,PEMETREXED SUN 1000 mg,PEMETREXEDUM,1000mg,PULB. PT. CONC. PT. SOL. PERF.,"SUN PHARMACEUTICAL INDUSTRIES EUROPE
B.V.",OLANDA,2023-11-07,2023-11-07,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615872,L01BA04,
RO,Romania,ANMDMR,GLUCOZA B. BRAUN 50 mg/ml PLASCO,GLUCOSUM,50mg/ml,SOL. PERF.,B. BRAUN MELSUNGEN AG,GERMANIA,2023-11-10,2023-11-10,,permanent_discontinuation,"Discontinuitate permanenta din
Septembrie 2024",Motive de fabricatie,2026-09-21T13:23:19.615879,B05CX01,57223
RO,Romania,ANMDMR,GLUCOZA B. BRAUN 100 mg/ml PLASCO,GLUCOSUM,100mg/ml,SOL. PERF.,B. BRAUN MELSUNGEN AG,GERMANIA,2023-11-10,2023-11-10,,permanent_discontinuation,"Discontinuitate permanenta din
Septembrie 2024",Motive de fabricatie,2026-09-21T13:23:19.615886,B05CX01,57223
RO,Romania,ANMDMR,ABACAVIR/LAMIVUDINA MYLAN 600 mg/300mg,ABACAVIRUM+LAMIVUDINUM,600mg/300mg,COMPR. FILM.,MYLAN PHARMACEUTICALS LIMITED,IRLANDA,2023-11-21,2023-11-21,,permanent_discontinuation,"Discontinuitate permanenta din
Noiembrie 2024",Motive comerciale,2026-09-21T13:23:19.615894,,
RO,Romania,ANMDMR,PAZOPANIB TEVA 200 mg,PAZOPANIBUM,200mg,COMPR. FILM.,TEVA B.V.,OLANDA,2023-12-19,2023-12-19,,temporary_discontinuation,"Discontinuitate temporara din
Iunie 2024",Motive comerciale,2026-09-21T13:23:19.615902,L01EX03,95265
RO,Romania,ANMDMR,LONAMO DUO 50 mg/1000 mg,COMBINATII (SITAGLIPTINUM+METFORMINUM),50mg/1000mg,COMPR. FILM.,EGIS PHARMACEUTICALS P.L.C.,UNGARIA,2023-12-22,2023-12-22,,permanent_discontinuation,"Discontinuitate permanenta cu
Februarie 2025",Motive comerciale,2026-09-21T13:23:19.615909,,
RO,Romania,ANMDMR,OXACILINA FORTE 500 mg,OXACILLINUM,500mg,CAPS.,FARMEX COMPANY S.R.L.,ROMANIA,2024-01-17,2024-01-17,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.615916,J01CF04,
RO,Romania,ANMDMR,AMPICILINA FORTE 500 mg,AMPICILLINUM,500mg,CAPS.,FARMEX COMPANY S.R.L.,ROMANIA,2024-01-17,2024-01-17,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.615923,J01CA01,
RO,Romania,ANMDMR,AMOXICILINA FORTE FARMEX 500 mg,AMOXICILLINUM,500mg,CAPS.,FARMEX COMPANY S.R.L.,ROMANIA,2024-01-17,2024-01-17,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.615930,J01CA04,5223
RO,Romania,ANMDMR,SOLUTIE HARTMANN,COMBINATII,,SOL. PERF.,STADA HEMOFARM S.R.L.,ROMANIA,2024-01-18,2024-01-18,,temporary_discontinuation,"Discontinuitate temporara din
August 2024",Motive comerciale,2026-09-21T13:23:19.615939,,
RO,Romania,ANMDMR,TYSABRI 300mg,NATALIZUMABUM,20mg/ml,CONC. PT. SOL. PERF.,BIOGEN NETHERLANDS B.V.,OLANDA,2024-02-07,2024-02-07,,permanent_discontinuation,"Discontinuitate permanenta din
Decembrie 2025",Motive comerciale,2026-09-21T13:23:19.615950,L04AA24,
RO,Romania,ANMDMR,"IPRATROPIU/SALBUTAMOL AMRING 0,5 mg/2,5 mg","COMBINATII (IPRATROPII
BROMIDUM+SALBUTAMOLUM)","0,5mg/2,5mg","SOL. DE INHALAT PRIN
NEBULIZATOR",AMRING FARMA S.R.L.,ROMANIA,2024-02-16,2024-02-16,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-09-21T13:23:19.615960,,
RO,Romania,ANMDMR,JANSITIN DUO 50 mg/1000 mg,COMBINATII (SITAGLIPTINUM+METFORMINUM),50mg/1000mg,COMPR. FILM.,G.L. PHARMA GMBH,AUSTRIA,2024-02-19,2024-02-19,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-09-21T13:23:19.615970,,
RO,Romania,ANMDMR,"LEVOSIMENDAN KALCEKS 2,5 mg/ml",LEVOSIMENDANUM,"2,5mg/ml",CONC. PT. SOL. PERF.,AKCIJU SABIEDRIBA KALCEKS,LETONIA,2024-02-20,2024-02-20,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.615983,C01CX08,210307
RO,Romania,ANMDMR,QUAMATEL 20 mg,FAMOTIDINUM,20mg,PULB.+SOLV. PT. SOL. INJ./PERF.,GEDEON RICHTER ROMANIA S.A.,ROMANIA,2024-02-29,2024-02-29,,temporary_discontinuation,"Discontinuitate temporara din
Martie 2024",Motive de fabricatie,2026-09-21T13:23:19.615993,A02BA03,
RO,Romania,ANMDMR,"AMOXICILINA/ACID CLAVULANIC APTAPHARMA 1000
mg/200 mg",AMOXICILLINUM + ACIDUM CLAVULANICUM,1000mg/200mg,PULB. PT. SOL. INJ./PERF.,APTA MEDICA INTERNACIONAL D.O.O.,SLOVENIA,2024-03-12,2024-03-12,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.616002,,
RO,Romania,ANMDMR,METALYSE 10000 U,TENECTEPLAZUM,5mg/ml (1000 U/ml,PULB.+SOLV. PT. SOL. INJ.,"BOEHRINGER INGELHEIM INTERNATIONAL
GMBH
BOEHRINGER INGELHEIM INTERNATIONAL",GERMANIA,2024-03-18,2024-03-18,,discontinuation,Cantitati limitate,Motive de fabricatie,2026-09-21T13:23:19.616011,B01AD11,
RO,Romania,ANMDMR,ACTILYSE 50 mg,ALTEPLASUM,50mg,PULB.+SOLV. PT. SOL. INJ./PERF.,GMBH,GERMANIA,2024-03-18,2024-03-18,,discontinuation,Cantitati limitate,Motive de fabricatie,2026-09-21T13:23:19.616020,B01AD02,25747
RO,Romania,ANMDMR,PAPAVERINA ARENA 50 mg,PAPAVERINI HYDROCHLORIDUM,50mg,COMPR.,ARENA GROUP S.A.,ROMANIA,2024-03-20,2024-03-20,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.616028,N02AA03,
RO,Romania,ANMDMR,PAPAVERINA ARENA 100 mg,PAPAVERINI HYDROCHLORIDUM,100mg,COMPR.,ARENA GROUP S.A.,ROMANIA,2024-03-20,2024-03-20,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.616035,N02AA03,
RO,Romania,ANMDMR,SOLUTIE RINGER LACTAT,COMBINATII,,SOL. PERF.,B. BRAUN MELSUNGEN AG,GERMANIA,2024-03-28,2024-03-28,,permanent_discontinuation,"Discontinuitate permanenta din
Septembrie 2024",Motive de fabricatie,2026-09-21T13:23:19.616043,,
RO,Romania,ANMDMR,SOLUTIE RINGER B. BRAUN PLASCO,COMBINATII,,SOL. PERF.,B. BRAUN MELSUNGEN AG,GERMANIA,2024-03-28,2024-03-28,,permanent_discontinuation,"Discontinuitate permanenta din
Septembrie 2024",Motive de fabricatie,2026-09-21T13:23:19.616050,,
RO,Romania,ANMDMR,"CLORURA DE SODIU 0,9%",NATRII CHLORIDUM,9mg/ml,SOL. PERF.,B. BRAUN MELSUNGEN AG,GERMANIA,2024-03-28,2024-03-28,,permanent_discontinuation,"Discontinuitate permanenta din
Septembrie 2024",Motive de fabricatie,2026-09-21T13:23:19.616057,B05CB01,
RO,Romania,ANMDMR,DICLORHIDRAT DE BETAHISTINA ACCORD 24 mg,BETAHISTINUM,24 mg,COMPR.,ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,2024-04-16,2024-04-16,,permanent_discontinuation,"Discontinuitate permanenta din
Mai 2024",Motive de fabricatie,2026-09-21T13:23:19.616065,N07CA01,93378
RO,Romania,ANMDMR,VERTIMED 24 mg,BETAHISTINUM,24mg,COMPR.,MEDOCHEMIE LTD.,CIPRU,2024-04-25,2024-04-25,,temporary_discontinuation,"Discontinuitate temporara din
Mai 2024",Motive comerciale,2026-09-21T13:23:19.616077,N07CA01,93378
RO,Romania,ANMDMR,VERTIMED 16 mg,BETAHISTINUM,16mg,COMPR.,MEDOCHEMIE LTD.,CIPRU,2024-04-25,2024-04-25,,temporary_discontinuation,"Discontinuitate temporara din
Mai 2024",Motive comerciale,2026-09-21T13:23:19.616089,N07CA01,27413
RO,Romania,ANMDMR,ONELAR 60 mg,DULOXETINUM,60mg,CAPS. GASTROREZ.,MEDOCHEMIE LTD.,CIPRU,2024-04-25,2024-04-25,,temporary_discontinuation,"Discontinuitate temporara din
Mai 2024",Motive comerciale,2026-09-21T13:23:19.616100,N06AX21,79065
RO,Romania,ANMDMR,ONELAR 30 mg,DULOXETINUM,30mg,CAPS. GASTROREZ.,MEDOCHEMIE LTD.,CIPRU,2024-04-25,2024-04-25,,temporary_discontinuation,"Discontinuitate temporara din
Mai 2024",Motive comerciale,2026-09-21T13:23:19.616109,N06AX21,79057
RO,Romania,ANMDMR,MABRON RETARD 100 mg,TRAMADOLUM,100mg,COMPR. CU ELIB. PREL.,MEDOCHEMIE LTD.,CIPRU,2024-04-25,2024-04-25,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive comerciale,2026-09-21T13:23:19.616118,N02AJ13,69183
RO,Romania,ANMDMR,ZYTIGA 250 mg,ABIRATERONUM,250mg,COMPR.,JANSSEN-CILAG INTERNATIONAL NV,BELGIA,2024-04-26,2024-04-26,,permanent_discontinuation,"Discontinuitate permanenta din
Mai 2025",Motive comerciale,2026-09-21T13:23:19.616125,L02BG03,45020
RO,Romania,ANMDMR,SINGULAIR 4 mg,MONTELUKASTUM,4mg,GRANULE,ORGANON BIOSCIENCES S.R.L.,ROMANIA,2024-05-10,2024-05-10,,permanent_discontinuation,"Discontinuitate permanenta din
Martie 2026",Motive comerciale,2026-09-21T13:23:19.616135,R03DC03,90182
RO,Romania,ANMDMR,LEVETIRACETAM AUROBINDO 500 mg,LEVETIRACETAMUM,500mg,COMPR. FILM.,AUROBINDO PHARMA ROMANIA S.R.L.,ROMANIA,2024-05-13,2024-05-13,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2024",Motive comerciale,2026-09-21T13:23:19.616143,N03AX14,58394
RO,Romania,ANMDMR,LEVETIRACETAM AUROBINDO 1000 mg,LEVETIRACETAMUM,1000mg,COMPR. FILM.,AUROBINDO PHARMA ROMANIA S.R.L.,ROMANIA,2024-05-13,2024-05-13,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-09-21T13:23:19.616151,N03AX14,58408
RO,Romania,ANMDMR,GLUADDA 50 mg,VILDAGLIPTINUM,50mg,COMPR.,MERCK ROMANIA SRL,ROMANIA,2024-05-13,2024-05-13,,permanent_discontinuation,"Discontinuitate permanenta din
August 2024",Motive comerciale,2026-09-21T13:23:19.616158,A10BH02,85936
RO,Romania,ANMDMR,SAFLUTAN 15 micrograme/ml,TAFLUPROSTUM,15micrograme/ml,"PIC. OFT., SOL., FIOLA UNIDOZA",SANTEN OY,FINLANDA,2024-05-23,2024-05-23,,permanent_discontinuation,"Discontinuitate permanenta din
Iunie 2025",Motive comerciale,2026-09-21T13:23:19.616164,S01EE05,212180
RO,Romania,ANMDMR,AUGMENTIN 500 mg/125 mg,AMOXICILLINUM + ACIDUM CLAVULANICUM,500mg/125mg,COMPR. FILM.,GLAXOSMITHKLINE (IRELAND) LIMITED,IRLANDA,2024-06-12,2024-06-12,,permanent_discontinuation,"Discontinuitate permanenta din
Noiembrie 2025",Motive comerciale,2026-09-21T13:23:19.616171,,
RO,Romania,ANMDMR,NO-SPA FORTE 80 mg,DROTAVERINUM,80mg,COMPR. FILM.,SANOFI ROMANIA S.R.L.,ROMANIA,2024-06-19,2024-06-19,,temporary_discontinuation,"Discontinuitate temporara din
Iulie 2024",Motive comerciale,2026-09-21T13:23:19.616181,A03BB02,
RO,Romania,ANMDMR,CINACALCET ACCORDPHARMA 30 mg,CINACALCETUM,30mg,COMPR. FILM.,ACCORD HEALTHCARE S.L.U.,SPANIA,2024-06-25,2024-06-25,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-09-21T13:23:19.616188,H05BX01,77100
RO,Romania,ANMDMR,SUGAMMADEX SANDOZ 100 mg/ml,SUGAMMADEXUM,100mg/ml,SOL. INJ.,SANDOZ PHARMACEUTICALS S.R.L.,ROMANIA,2024-06-27,2024-06-27,,permanent_discontinuation,"Discontinuitate permanenta din
Iunie 2025",Motive comerciale,2026-09-21T13:23:19.616195,V03AB35,87300
RO,Romania,ANMDMR,LINEZOLID SANDOZ 600 mg,LINEZOLIDUM,600mg,COMPR. FILM.,SANDOZ S.R.L.,ROMANIA,2024-06-27,2024-06-27,,permanent_discontinuation,"Discontinuitate permanenta din
Iunie 2025",Motive comerciale,2026-09-21T13:23:19.616203,J01XX08,60186
RO,Romania,ANMDMR,AFLAMIL 15 mg/g,ACECLOFENACUM,15mg/g,CREMA,GEDEON RICHTER ROMANIA S.A.,ROMANIA,2024-06-27,2024-06-27,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.616212,M01AB16,
RO,Romania,ANMDMR,SUGAMMADEX PHARMAZAC 100 mg/ml,SUGAMMADEXUM,100mg/ml,SOL. INJ.,PHARMAZAC S.A.,GRECIA,2024-07-08,2024-07-08,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-09-21T13:23:19.616220,V03AB35,87300
RO,Romania,ANMDMR,PHENHYDAN 250 mg/5 ml,PHENYTOINUM,250mg/5ml,SOL. INJ.,DESITIN ARZNEIMITTEL GMBH,GERMANIA,2024-07-08,2024-07-08,,temporary_discontinuation,"Discontinuitate temporara din
Aprilie 2025",Motive de fabricatie,2026-09-21T13:23:19.616229,N03AB02,198862
RO,Romania,ANMDMR,"FUROAT DE MOMETAZONA AMRING 50
micrograme/doza",MOMETASONUM,50micrograme/doza,"SPRAY NAZ.,SUSP.",AMRING FARMA S.R.L.,ROMANIA,2024-07-08,2024-07-08,,temporary_discontinuation,"Discontinuitate temporara din
Iulie 2024",Motive comerciale,2026-09-21T13:23:19.616236,R01AD09,52434
RO,Romania,ANMDMR,VANCOMICINA VIATRIS 500 mg,VANCOMYCINUM,500mg,PULB. PT. SOL. PERF.,VIATRIS LIMITED,IRLANDA,2024-07-10,2024-07-10,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2025",Motive comerciale,2026-09-21T13:23:19.616243,J01XA01,23043
RO,Romania,ANMDMR,PAXETIN 20 mg,PAROXETINUM,20mg,COMPR. FILM.,TEVA B.V.,OLANDA,2024-07-17,2024-07-17,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-09-21T13:23:19.616250,N06AB05,125032
RO,Romania,ANMDMR,SUNITINIB ZENTIVA 50 mg,SUNITINIBUM,50mg,CAPS.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Martie 2025",Motive comerciale,2026-09-21T13:23:19.616258,L01EX01,214213
RO,Romania,ANMDMR,SUNITINIB ZENTIVA 25 mg,SUNITINIBUM,25mg,CAPS.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Martie 2025",Motive comerciale,2026-09-21T13:23:19.616266,L01EX01,214205
RO,Romania,ANMDMR,"SUNITINIB ZENTIVA 12,5 mg",SUNITINIBUM,"12,5mg",CAPS.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Ianuarie 2025",Motive comerciale,2026-09-21T13:23:19.616273,L01EX01,214191
RO,Romania,ANMDMR,SER FIZIOLOGIC 90 mg/10 ml,NATRII CHLORIDUM,9mg/ml,SOLV. PT. UZ PARENT.,ZENTIVA S.A.,ROMANIA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Septembrie 2024",Motive comerciale,2026-09-21T13:23:19.616280,B05CB01,
RO,Romania,ANMDMR,QUETIAPINA ZENTIVA 400 mg,QUETIAPINUM,400mg,COMPR. CU ELIB. PREL.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.616290,N05AH04,84212
RO,Romania,ANMDMR,QUETIAPINA ZENTIVA 200 mg,QUETIAPINUM,200mg,COMPR. CU ELIB. PREL.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,temporary_discontinuation,"Prelungire discontinuitate
temporara",Motive de fabricatie,2026-09-21T13:23:19.616299,N05AH04,84190
RO,Romania,ANMDMR,QUETIAPINA ZENTIVA 150 mg,QUETIAPINUM,150mg,COMPR. CU ELIB. PREL.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,temporary_discontinuation,"Discontinuitate temporara din
August 2024",Motive de fabricatie,2026-09-21T13:23:19.616374,N05AH04,94757
RO,Romania,ANMDMR,NITRAZEPAM LPH 5 mg,NITRAZEPAMUM,5mg,COMPR.,LABORMED PHARMA S.A.,ROMANIA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Mai 2025",Motive comerciale,2026-09-21T13:23:19.616392,N05CD02,6270
RO,Romania,ANMDMR,"NITRAZEPAM LPH 2,5 mg",NITRAZEPAMUM,"2,5mg",COMPR.,LABORMED PHARMA S.A.,ROMANIA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2025",Motive comerciale,2026-09-21T13:23:19.616401,N05CD02,
RO,Romania,ANMDMR,MEDAZEPAM LPH 10 mg,MEDAZEPAMUM,10mg,COMPR.,LABORMED PHARMA S.A.,ROMANIA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Mai 2025",Motive comerciale,2026-09-21T13:23:19.616409,N05BA03,
RO,Romania,ANMDMR,GEFITINIB LABORMED 250 mg,GEFITINIBUM,250mg,COMPR. FILM.,LABORMED PHARMA S.A.,ROMANIA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Mai 2025",Motive comerciale,2026-09-21T13:23:19.616437,L01EB01,90778
RO,Romania,ANMDMR,EVERIO 25 micrograme/250 micrograme/doza,SALMETEROLUM+FLUTICASONUM,"25micrograme/250micrograme/
doza",SUSP. DE INHALAT PRESURIZATA,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Ianuarie 2025",Motive comerciale,2026-09-21T13:23:19.616452,,
RO,Romania,ANMDMR,EVERIO 25 micrograme/125 micrograme/doza,SALMETEROLUM+FLUTICASONUM,"25micrograme/125micrograme/
doza",SUSP. DE INHALAT PRESURIZATA,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Ianuarie 2025",Motive comerciale,2026-09-21T13:23:19.616461,,
RO,Romania,ANMDMR,"EFAVIRENZ/EMTRICITABINA/TENOFOVIR
DISOPROXIL ZENTIVA 600 mg/200 mg/245 mg","EFAVIRENZUM+EMTRICITABINUM+TENOFOVIRUM
DISOPROXIL",600mg/200mg/245mg,COMPR. FILM.,ZENTIVA K.S.,REPUBLICA CEHA,2024-07-24,2024-07-24,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2025",Motive comerciale,2026-09-21T13:23:19.616469,,
RO,Romania,ANMDMR,"TALLITON 6,25 mg",CARVEDILOLUM,"6,25mg",COMPR.,EGIS PHARMACEUTICALS PLC,UNGARIA,2024-07-25,2024-07-25,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2025",Motive comerciale,2026-09-21T13:23:19.616521,C07AG02,47864
RO,Romania,ANMDMR,TALLITON 25 mg,CARVEDILOLUM,25mg,COMPR.,EGIS PHARMACEUTICALS PLC,UNGARIA,2024-07-25,2024-07-25,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2025",Motive comerciale,2026-09-21T13:23:19.616543,C07AG02,41009
RO,Romania,ANMDMR,"TALLITON 12,5 mg",CARVEDILOLUM,12.5mg,COMPR.,EGIS PHARMACEUTICALS PLC,UNGARIA,2024-07-25,2024-07-25,,permanent_discontinuation,"Discontinuitate permanenta din
Iulie 2025",Motive comerciale,2026-09-21T13:23:19.616552,C07AG02,74241
RO,Romania,ANMDMR,METFOGAMMA 1000 mg,METFORMINUM,1000mg,COMPR. FILM.,WORWAG PHARMA GMBH & CO. KG,GERMANIA,2024-08-01,2024-08-01,,permanent_discontinuation,"Discontinuitate permanenta din
Martie 2025",Motive comerciale,2026-09-21T13:23:19.616561,A10BA02,60674
RO,Romania,ANMDMR,HIDROCORTIZON ROMPHARM 100 mg,HYDROCORTISONUM,100mg,PULB. PT. SOL. INJ./PERF.,ROMPHARM COMPANY S.R.L.,ROMANIA,2024-08-14,2024-08-14,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-09-21T13:23:19.616570,H02AB09,20400
